complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
191720,2023-11-07,Prince George's,20784,Other,concern of mold and mildew in the apartment,2023-11-07,Incident Closed-Managed,2023-11-08
191718,2023-11-03,Prince George's,20746,Other,Concern of paint fumes from next neighbor,2023-11-03,Incident Closed-Managed,2023-12-08
191715,2023-11-06,Carroll,21158,"Air, Open Burning",Neighbor is burning trash that contains plastic. Burning is occurring in a burn barrel behind their barn.,2023-11-06,Referred to Outside Agency,
191713,,Baltimore,,Odor,Home owner had mold remediation in his home and there are residual chemical odors.,2023-11-03,Incident Not Applicable to MDE,
191712,,Baltimore,,Odor,Odors from animals in abandoned house in neighborhood.,2023-11-02,Referred to Outside Agency,
191711,2023-11-03,Prince George's,,Other,Concern of strong industrial smell off Rt 50,2023-11-03,Incident Closed-Managed,2023-11-05
191710,2023-10-30,Prince George's,,Other,Concern of fly ash,2023-10-30,Incident Closed-Managed,2023-11-03
191707,2023-11-02,Frederick,21769,Air,Seasonal farm offers 3-hour rental campfire spaces.  Neighbors called FCHD about the smoke from the campfires.  Neighbor stated that his air monitoring device indicated excessive levels.,2023-11-02,Incident Closed - No further action,2023-11-16
191706,2023-11-02,Anne Arundel,,Air,Smoke from neighbor's fire pit.,2023-11-03,Under Investigation,
191705,2023-10-31,Charles,,Air,Indoor white dust particles inside her apartment.,2023-11-03,Incident Closed - No further action,2023-11-03
191704,2023-10-30,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-30,Incident Closed-Managed,2023-11-02
191703,2023-10-29,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-29,Incident Closed-Managed,2023-11-02
191702,2023-10-28,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-11-28,Incident Closed-Managed,2023-11-02
191700,2023-10-27,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-27,Incident Closed-Managed,2023-11-02
191699,2023-11-01,Washington,21740,Odor,Indoor Air Issue,2023-11-01,Incident Closed - No further action,2023-11-02
191697,2023-10-26,Washington,21742,Fugitive Dust/Particulate Matter,Bees-Wings from Grain Dryer,2023-10-26,Under Investigation,
191696,2023-10-26,Washington,21742,Fugitive Dust/Particulate Matter,Bees-Wings from Grain Dryer,2023-10-26,Under Investigation,
191693,2023-10-31,Frederick,,Air,Dust from sandblasting vehicles and overspray from spray paint.,2023-11-01,Referred to Attorney General's Office,
191692,2023-10-31,Anne Arundel,21144,Air,Open burning smoke.  Complainant requests a letter to be sent to her neighbor.,2023-10-31,Incident Closed - No further action,2023-11-14
191690,2023-10-30,Anne Arundel,,Air,Indoor air issues of dust.  Would like samples collected.,2023-11-01,Incident Not Applicable to MDE,
191689,2023-10-26,Anne Arundel,,Air,Person from Georgia called MDE to report that Metro Sealant is selling non compliant solvents.,2023-11-01,Under Investigation,
191686,2023-10-27,Baltimore,21224,"Air, Odor","Odor from backriver wwtp on evening of 10/27, and several recent evenings",2023-10-31,Incident Closed-Managed,2023-10-31
191684,2023-10-24,Baltimore City,,Other,there is a substance falling from a piece of equipment in a parking lot.,2023-10-24,Incident Closed-Managed,2023-10-31
191683,2023-10-24,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-24,Incident Closed-Managed,2023-10-31
191682,2023-10-19,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-19,Incident Closed-Managed,2023-10-31
191681,2023-10-16,Baltimore City,,Air Pollutant Release,Calling to report FREON leak.,2023-10-16,Incident Closed - No further action,2023-10-31
191680,2023-05-06,Baltimore City,21226,Air,"On May 6, 2023, the Complainant collect a sample strip of dust at the corner of Cypress St and Fairhaven Ave in Curtis Bay.  He analyzed the strip using a microscope and determined the dust to be coal from the CSX Coal Terminal.",2023-10-11,Incident Closed-Managed,2023-10-31
191677,2023-10-26,Carroll,21048,"Air, Fumes, Odor",Home is near CJ Miller Finksburg asphalt plant. Concerned with odor and emissions produced by the plant.,2023-10-26,Incident Closed-Managed,2023-10-30
191675,2023-10-30,Frederick,,Air,Overspray from neighbor spray painting a vehicle.,2023-10-30,Incident Closed - No further action,2023-10-30
191674,2023-10-28,Anne Arundel,21037,Air,Smoke and odor from his neighbor's fire.,2023-10-30,Incident Closed - No further action,2023-11-01
191671,2023-10-24,Prince George's,,Other,Concern of strong odor in the Cheverly area.,2023-10-24,Incident Closed-Managed,2023-10-27
191667,2023-10-26,Frederick,,Air,Dust from sandblasting of vehicles and overspray from spray paint.  Complainant's have submitted pictures and videos of dust.,2023-10-26,Clean-up Initiated,
191665,2023-10-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-12,Incident Closed-Managed,2023-10-25
191664,2023-10-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-10-05,Incident Closed-Managed,2023-10-25
191663,2023-09-26,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-26,Incident Closed-Managed,2023-10-25
191662,2023-09-27,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-27,Incident Closed-Managed,2023-10-25
191661,2023-09-20,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-20,Incident Closed-Managed,2023-10-25
191660,2023-09-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-12,Incident Closed-Managed,2023-10-25
191659,2023-09-11,Baltimore City,,Fugitive Dust/Particulate Matter,a construction site is creating dust in her neighborhood.,2023-09-11,Incident Closed-Managed,2023-10-25
191658,2023-09-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-11,Incident Closed-Managed,2023-10-25
191657,2023-09-09,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-09,Incident Closed-Managed,2023-10-25
191656,2023-09-08,Baltimore City,,Fugitive Dust/Particulate Matter,a construction site is creating dust in his neighborhood.,2023-09-08,Incident Closed-Managed,2023-10-25
191655,2023-09-07,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2023-09-07,Incident Closed-Managed,2023-10-25
191650,2023-10-25,Frederick,,Air,Dust from sandblasting vehicles.  Overspray from spray painting.  Complainant submitted a picture of airborne dust created from the facility.,2023-10-25,Clean-up Initiated,
191648,,Baltimore,,Noise Complaint,Noise from the MTA Metro running by complainant's house.,2023-10-23,Incident Not Applicable to MDE,
191646,2023-10-24,Frederick,,Air,Dust from sand blasting and overspray from spray painting,2023-10-24,Clean-up Initiated,
191644,2023-10-24,Frederick,,Air,Dust from sandblasting and spray paint overspray.  3 NOV's issued.  PTC issued for vehicle refinishing.  Outstanding issues of need for Permit for sand blasting of vehicles and needs dust control equipment.,2023-10-24,Clean-up Initiated,
191643,2023-10-23,Charles,,Air,Concrete odor and dumping into rainwater sewer and may be improperly strip mining.  FY-24-283511-3714-CV,2023-10-24,Under Investigation,
191638,2023-10-19,Prince George's,20743,Other,Concern of loud boom noise,2023-10-19,Incident Closed-Managed,2023-10-20
191637,2023-10-05,Allegany,21540-109,"Fugitive Dust/Particulate Matter, Smoke",Dust or Smoke,2023-10-18,Incident Closed - No further action,2024-02-02
191635,2023-10-19,Prince George's,,Other,Concern of noise in Cheverly Area,2023-10-19,Incident Closed-Managed,2023-10-20
191634,2023-10-18,Washington,21742,Fugitive Dust/Particulate Matter,Bees Wings,2023-10-18,Under Investigation,
181632,2023-10-19,St. Mary's,,Air,ST. Mary's Child Care Division received a call about a musty odor inside of a child care facility.,2023-10-19,Incident Not Applicable to MDE,
181626,2023-10-16,Anne Arundel,21037,Air,smoke from burning trash and leaves,2023-10-18,Incident Closed-No Violation Observed,2023-10-23
181625,2023-10-16,Frederick,,Air,smoke from burning trash,2023-10-16,Incident Closed - No further action,2023-10-19
181624,2023-10-17,Anne Arundel,,Air,Smoke from neighbor's wood burning stove.  Wood burning stove located inside neighbor's house.,2023-10-17,Incident Closed - No further action,2023-10-18
181622,,Baltimore,,Other,Neighbor is painting,2023-10-16,Incident Closed-Managed,2023-10-17
181621,,Baltimore,,Odor,Odors,2023-10-15,Incident Closed-No Violation Observed,2023-10-17
181617,2023-10-10,Cecil,21919,"Air, Odor, Open Burning, Smoke","Neighbor is open burning, causing nuisance odors and smoke.",2023-10-10,Incident Closed-Managed,2023-10-16
181616,2023-10-11,Cecil,21901,"Air, Fugitive Dust/Particulate Matter, Other, Suspected Operation without Permit",McCandless Inc. sandblasts and paints/ recoats heavy industrial equipment without the required containment. Site does not have spray booth or sandblasting containment.,2023-10-11,Incident Closed-Managed,2023-11-21
181615,2023-10-13,Montgomery,20852,"Air, Fumes, Odor",Neighbor in condominium building is burning incense and smoking cannabis. Odors are creating severe health issues.,2023-10-13,Incident Closed-Managed,2023-10-16
181613,2023-10-11,Allegany,,Other,Mold,2023-10-11,Incident Closed - No further action,2023-10-16
181612,2023-10-10,Allegany,,Other,Mold,2023-10-10,Incident Closed - No further action,2023-10-16
181611,2023-09-27,Allegany,21562,Smoke,Smoke and Odor from OWB,2023-09-27,Incident Closed - No further action,2023-11-21
181609,2023-10-13,Anne Arundel,,Air,mold,2023-10-13,Incident Not Applicable to MDE,
181607,2023-10-05,Prince George's,,Other,strong odor of sewage in Cheverly Area,2023-10-05,Incident Closed-Managed,2023-10-13
181606,2023-10-05,Prince George's,,Other,Improper Waste/ materials handling concern,2023-10-05,Incident Closed-Managed,2023-11-05
181605,2023-10-03,Prince George's,,Other,Concern of grinding noise off rt 50,2023-10-03,Incident Closed-Managed,2023-10-13
181598,2023-10-11,Frederick,21701,Air,Dust,2023-10-11,Incident Closed-Clean-up Completed,2023-10-13
181596,2023-10-03,Kent,,Fugitive Dust/Particulate Matter,Paint going into air from sandblasting & painting bridge.,2023-10-03,Incident Closed-No Violation Observed,2023-10-06
181595,,Baltimore,21093,Odor,Odors from Curio.,2023-10-09,Incident Closed-No Violation Observed,2023-10-17
181594,,Baltimore,,Smoke,Smoke coming into complainant's house from smokers next door.,2023-10-10,Incident Not Applicable to MDE,
181593,2023-10-09,Frederick,21757,Air,Dust from sand blasting of vehicles,2023-10-10,Clean-up Initiated,
181588,2023-10-05,Frederick,21771,Air,Dust from sand blasting and overspray from spray painting in driveway crossing property line.,2023-10-05,Incident Closed - No further action,2023-10-06
181587,2023-10-03,Frederick,,Air,Dust from neighbors driving on their shared gravel driveway.,2023-10-03,Incident Closed - No further action,2023-10-20
181586,2023-10-04,Frederick,21757,Air,Dust from sand blasting of commercial vehicles.,2023-10-04,Clean-up Initiated,
181585,2023-10-04,Baltimore,21224,"Air, Odor",Odor of sewage from backriver wwtp in Havens' 21222,2023-10-05,Incident Closed-Managed,2023-10-05
181584,,Harford,,Odor,Odors coming from her microwave.,2023-10-04,Incident Not Applicable to MDE,
181582,2023-10-04,Cecil,21911,Odor,Severe odors in the Rising Sun area suspected to be West Coast Mushrooms. Daughter has leukemia and concerned with the health impact.,2023-10-04,Referred to Outside Agency,
181579,2023-10-04,Frederick,,Air,Dust from sandblasting commercial vehicles.,2023-10-04,Clean-up Initiated,
181578,2023-10-02,Prince George's,,Other,Concern of high pitch noise from elementary school,2023-10-02,Incident Closed-Managed,2023-10-04
181577,2023-09-29,Prince George's,,Other,Concern of smell of gas and formaldehyde,2023-08-29,Incident Closed-Managed,2023-10-04
181574,,Baltimore,,Odor,Odors in Dundalk High School,2023-10-03,Incident Closed-Managed,2023-10-03
181573,2023-10-03,Frederick,21701,Air,Odor from the dairy facility,2023-10-03,Incident Closed-No Violation Observed,2023-10-13
181572,2023-09-29,Anne Arundel,21060,Air,"Little black specks stuck onto side of house, house hand railing, vehicles in driveway and the property.  Complainant stated specks of hard oil.",2023-10-03,Incident Closed-Managed,2023-10-02
181571,2023-09-29,Anne Arundel,21054,Air,"Black smoke coming out of rooftop at Supreme Repair.  Concern of burning tires, ether, ground contamination from storage of chemicals,  55 gallon drums, storm water pollution runoff issues, storage of many scrap tires.  Possible zoning issues too.  Complainant concerned about facility retaliation towards him.",2023-10-03,Under Investigation,
181567,,Baltimore,,Odor,Odors in Balto and Harford Counties,2023-10-01,Incident Closed-Managed,2023-10-03
181566,2023-10-02,Montgomery,,"Air, Asbestos Complaint","Neighboring house is vacant and in poor condition. Air quality concerns include asbestos, lead, and rodent activity.",2023-10-02,Referred to Outside Agency,
181554,2023-09-27,Frederick,,Air,Dust from sand blasting vehicles,2023-09-27,Clean-up Initiated,
181551,2023-09-25,Frederick,,Air,Dust from sand blasting of vehicles,2023-09-26,Clean-up In Progress,
181546,2023-09-18,Howard,,Other,permitting inquiry regarding  bio charge process,2023-09-25,Incident Closed-Managed,2023-09-25
181544,2023-09-15,Allegany,,Other,Lead Issue,2023-09-15,Incident Closed - No further action,2023-09-22
181543,2023-09-21,Not Yet Determined,,Air,Odor inside apartment.,2023-09-22,Incident Not Applicable to MDE,
181532,2023-03-22,Montgomery,20837,"Air, Fumes, Odor","Students and staff at Poolesville High School have been exposed to toxic fumes from construction for one month at least from February 14, 2023 to March 14, 2023.",2023-09-21,Incident Closed-Managed,2023-09-21
181531,2023-09-21,Charles,,Air,Complainant states acid is being sprayed into the AC system inside the Walmart Store.,2023-09-21,Incident Not Applicable to MDE,
181530,2023-09-19,Frederick,,Air,Septic system odor in neighborhood usually detected in the morning.,2023-09-21,Incident Closed-No Violation Observed,2023-09-21
181529,2023-09-19,Anne Arundel,21054,Air,"Fumes, odor, overspray from spray painting vehicles.  Complainant has contacted AA County Zoning Dept.  and stated that Zoning has issued a Violation Notice.",2023-09-21,Incident Closed - No further action,2023-11-21
181528,2023-09-18,Frederick,,Air,Dust from sand blasting of vehicles,2023-09-21,Clean-up Initiated,
181526,,Baltimore,21162,Fugitive Dust/Particulate Matter,Dust from business next door,2023-09-18,Incident Closed - No further action,2023-09-28
181525,,Harford,,Smoke,Burning - smoke,2023-09-18,Incident Closed-Managed,2023-09-19
181517,2023-09-12,Frederick,,Air,Dust from sand blasting of vehicles,2023-09-18,Clean-up In Progress,
